model	condition	run	output_id	criterion	criterion_type	verdict	ground_truth	match
claude-sonnet	B	3	fm-004	three_statements_present	unknown	PASS		0
claude-sonnet	B	3	fm-004	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-004	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-004	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-004	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-004	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-004	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-004	headcount_math_works	unknown	FAIL		0
claude-sonnet	B	3	fm-004	tax_rate_applied	unknown	FAIL		0
claude-sonnet	B	3	fm-004	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-004	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-004	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-005	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-005	cash_flow_reconciles	unknown	PASS		0
claude-sonnet	B	3	fm-005	pl_flows_to_bs	unknown	PASS		0
claude-sonnet	B	3	fm-005	opening_balances_carry_forward	unknown	PASS		0
claude-sonnet	B	3	fm-005	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-005	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-005	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-005	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-005	all_statements_present	unknown	PASS		0
claude-sonnet	B	3	fm-005	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-005	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-005	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-005	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-005	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-005	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-005	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-005	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-005	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-005	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-005	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-006	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-006	cash_flow_reconciles	unknown	PASS		0
claude-sonnet	B	3	fm-006	pnl_flows_to_bs	unknown	PASS		0
claude-sonnet	B	3	fm-006	opening_balances_carry_forward	unknown	PASS		0
claude-sonnet	B	3	fm-006	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-006	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-006	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-006	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-006	all_statements_present	unknown	PASS		0
claude-sonnet	B	3	fm-006	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-006	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-006	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-006	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-006	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-006	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-006	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-006	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-006	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-006	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-006	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-007	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-007	cash_flow_reconciles	unknown	FAIL		0
claude-sonnet	B	3	fm-007	pl_flows_to_bs	unknown	FAIL		0
claude-sonnet	B	3	fm-007	opening_balances_carry_forward	unknown	PASS		0
claude-sonnet	B	3	fm-007	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-007	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-007	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-007	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-007	all_three_statements	unknown	FAIL		0
claude-sonnet	B	3	fm-007	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-007	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-007	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-007	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-007	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-007	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-007	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-007	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-007	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-007	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-007	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-008	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-008	cash_flow_reconciles	unknown	FAIL		0
claude-sonnet	B	3	fm-008	pl_flows_to_bs	unknown	PASS		0
claude-sonnet	B	3	fm-008	opening_balances_carry	unknown	PASS		0
claude-sonnet	B	3	fm-008	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-008	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-008	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-008	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-008	all_three_statements	unknown	FAIL		0
claude-sonnet	B	3	fm-008	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-008	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-008	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-008	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-008	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-008	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-008	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-008	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-008	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-008	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-008	inputs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-009	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-009	cash_flow_reconciles	unknown	PASS		0
claude-sonnet	B	3	fm-009	pl_flows_to_bs	unknown	PASS		0
claude-sonnet	B	3	fm-009	opening_balances_carry_forward	unknown	PASS		0
claude-sonnet	B	3	fm-009	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-009	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-009	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-009	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-009	all_statements_present	unknown	PASS		0
claude-sonnet	B	3	fm-009	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-009	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-009	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-009	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-009	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-009	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-009	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-009	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-009	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-009	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-009	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	B	3	fm-010	balance_sheet_balances	unknown	PASS		0
claude-sonnet	B	3	fm-010	cash_flow_reconciles	unknown	PASS		0
claude-sonnet	B	3	fm-010	pl_flows_to_bs	unknown	PASS		0
claude-sonnet	B	3	fm-010	opening_balances_carry_forward	unknown	PASS		0
claude-sonnet	B	3	fm-010	no_hardcoded_numbers	unknown	PASS		0
claude-sonnet	B	3	fm-010	growth_rates_from_assumptions	unknown	PASS		0
claude-sonnet	B	3	fm-010	unit_economics_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-010	no_circular_references	unknown	PASS		0
claude-sonnet	B	3	fm-010	all_statements_present	unknown	PASS		0
claude-sonnet	B	3	fm-010	assumptions_exist	unknown	PASS		0
claude-sonnet	B	3	fm-010	time_granularity_consistent	unknown	PASS		0
claude-sonnet	B	3	fm-010	full_time_horizon	unknown	PASS		0
claude-sonnet	B	3	fm-010	no_negative_revenue	unknown	PASS		0
claude-sonnet	B	3	fm-010	cash_not_deeply_negative	unknown	PASS		0
claude-sonnet	B	3	fm-010	margins_plausible	unknown	PASS		0
claude-sonnet	B	3	fm-010	headcount_math_works	unknown	PASS		0
claude-sonnet	B	3	fm-010	tax_rate_applied	unknown	PASS		0
claude-sonnet	B	3	fm-010	periods_labeled	unknown	PASS		0
claude-sonnet	B	3	fm-010	units_specified	unknown	PASS		0
claude-sonnet	B	3	fm-010	inputs_vs_outputs_distinguished	unknown	PASS		0
claude-sonnet	C	1	fm-001	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_cash_flow_reconciles	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_pnl_flows_to_bs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_no_hardcoded	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_headcount_math	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_tax_rate	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-001	rubric_assumption_quality	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-001	rubric_scenario_robustness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-001	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-001	rubric_cash_flow_awareness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-001	rubric_decision_utility	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_cash_flow_reconciles	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_pnl_flows_to_bs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_no_hardcoded	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_headcount_math	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_tax_rate	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-002	rubric_assumption_quality	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-002	rubric_scenario_robustness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-002	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-002	rubric_cash_flow_awareness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-002	rubric_decision_utility	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_balance_sheet	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_cash_flow_reconciles	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_pnl_flows_to_bs	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-003	check_opening_balances	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-003	check_no_hardcoded	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_growth_from_assumptions	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-003	check_unit_economics_consistent	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_three_statements	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_assumptions_page	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_time_granularity	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-003	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_margins_plausible	numeric	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_headcount_math	numeric	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_tax_rate	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-003	check_units_specified	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-003	check_inputs_vs_outputs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	rubric_assumption_quality	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	rubric_scenario_robustness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	rubric_operational_realism	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	rubric_cash_flow_awareness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-003	rubric_decision_utility	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_cash_flow_reconciles	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-004	check_pnl_flows_to_bs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_no_hardcoded	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_growth_from_assumptions	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-004	check_unit_economics_consistent	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_assumptions_page	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_margins_plausible	numeric	FAIL	PASS	0
claude-sonnet	C	1	fm-004	check_headcount_math	numeric	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_tax_rate	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-004	check_inputs_vs_outputs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	rubric_assumption_quality	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	rubric_scenario_robustness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	rubric_operational_realism	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	rubric_cash_flow_awareness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-004	rubric_decision_utility	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-005	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_cash_flow_reconciles	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_pnl_flows_to_bs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-005	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_no_hardcoded	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-005	check_growth_from_assumptions	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-005	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_headcount_math	numeric	FAIL	PASS	0
claude-sonnet	C	1	fm-005	check_tax_rate	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-005	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-005	rubric_assumption_quality	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-005	rubric_scenario_robustness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-005	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-005	rubric_cash_flow_awareness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-005	rubric_decision_utility	semantic	FAIL	PASS	0
claude-sonnet	C	1	fm-006	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_cash_flow_reconciles	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_pnl_flows_to_bs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-006	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_no_hardcoded	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_headcount_math	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_tax_rate	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-006	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-006	rubric_assumption_quality	semantic	PASS	FAIL	0
claude-sonnet	C	1	fm-006	rubric_scenario_robustness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-006	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-006	rubric_cash_flow_awareness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-006	rubric_decision_utility	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_cash_flow_reconciles	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-007	check_pnl_flows_to_bs	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-007	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_no_hardcoded	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_three_statements	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-007	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_headcount_math	numeric	FAIL	PASS	0
claude-sonnet	C	1	fm-007	check_tax_rate	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-007	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-007	rubric_assumption_quality	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-007	rubric_scenario_robustness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-007	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-007	rubric_cash_flow_awareness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-007	rubric_decision_utility	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_cash_flow_reconciles	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-008	check_pnl_flows_to_bs	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-008	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_no_hardcoded	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_three_statements	syntactic	FAIL	FAIL	1
claude-sonnet	C	1	fm-008	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_headcount_math	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_tax_rate	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-008	check_periods_labeled	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_units_specified	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	check_inputs_vs_outputs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-008	rubric_assumption_quality	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-008	rubric_scenario_robustness	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-008	rubric_operational_realism	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-008	rubric_cash_flow_awareness	semantic	FAIL	FAIL	1
claude-sonnet	C	1	fm-008	rubric_decision_utility	semantic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_balance_sheet	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_cash_flow_reconciles	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_pnl_flows_to_bs	syntactic	PASS	FAIL	0
claude-sonnet	C	1	fm-009	check_opening_balances	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_no_hardcoded	syntactic	FAIL	PASS	0
claude-sonnet	C	1	fm-009	check_growth_from_assumptions	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_unit_economics_consistent	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_no_circular_refs	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_three_statements	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_assumptions_page	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_time_granularity	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_full_horizon	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_no_negative_revenue	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_cash_not_negative	syntactic	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_margins_plausible	numeric	PASS	PASS	1
claude-sonnet	C	1	fm-009	check_headcount_math	numeric	PASS	PASS	1
